external_id,rating,content,text_indobert,text_indobert_slang,initial_sentiment,final_sentiment,true_label,predicted_label,prob_negative,prob_neutral,prob_positive,confidence
3ff10fe4-a810-4bda-bf19-727f17828786,1,bgus bngt aku sukaa bngt denger lagu di spotify,bgus bngt aku sukaa bngt denger lagu di spotify,bagus banget saya sukaa banget mendengar lagu di spotify,Negative,Negative,Negative,Positive,0.008746899,0.0028099895,0.9884431,0.9884431
132ffe32-78ef-426e-980b-e5f156e64e81,2,JELEK LU,JELEK LU,JELEK kamu,Negative,Negative,Negative,Neutral,0.15614416,0.72391295,0.119942844,0.72391295
1a609d7d-918e-432f-920d-5732e50e6ede,2,Lagu yang disitu enak,Lagu yang disitu enak,Lagu yang disitu enak,Negative,Negative,Negative,Neutral,0.045200802,0.7573328,0.19746646,0.7573328
0d4c902e-f48a-458e-a3d3-0d6850e4763e,2,Ko di aku ga ada liriknya ya??,Ko di aku ga ada liriknya ya??,kok di saya tidak ada liriknya ya??,Negative,Negative,Negative,Neutral,0.18087989,0.70349365,0.11562648,0.70349365
7f49bde8-39eb-4055-a758-b20c5039b43b,3,setelah di download dan di coba lengkapnya lagu lagu itu yg baru seperti resso kalo gk lengkap saya hapus dan ku komen di pabrik,setelah di download dan di coba lengkapnya lagu lagu itu yg baru seperti resso kalo gk lengkap saya hapus dan ku komen di pabrik,setelah di unduh dan di mencoba lengkapnya lagu lagu itu yang baru seperti resso kalau tidak lengkap saya hapus dan ku komentar di pabrik,Neutral,Neutral,Neutral,Negative,0.88979554,0.08196826,0.028236222,0.88979554
61ea224b-f649-4104-9565-8a6741e64ff2,4,belum tau,belum tau,belum tau,Positive,Positive,Positive,Neutral,0.060156718,0.8851852,0.054658074,0.8851852
973383b8-804d-437f-899c-2e41de85578c,1,BURUKKK!!!!!!,BURUKKK!!!!!!,BURUKKK!!!!!!,Negative,Negative,Negative,Neutral,0.28757218,0.4651567,0.24727103,0.4651567
46fbf003-303a-4ba7-8e17-1f2667438004,3,Alus,Alus,Alus,Neutral,Neutral,Neutral,Positive,0.15136658,0.4167747,0.4318587,0.4318587
631490a4-a2a0-47fb-840f-c87070c65e87,4,"Iklannya kebanyakan, jadi agak susah kalo mau dengerin lagu","Iklannya kebanyakan, jadi agak susah kalo mau dengerin lagu","Iklannya kebanyakan, jadi agak sulit kalau ingin mendengarkan lagu",Positive,Positive,Positive,Negative,0.92339605,0.034725677,0.041878264,0.92339605
b10595b0-8c91-46fa-a684-7cf9afdb775f,3,"krnapa mini premium yang cm seminggunya gaadaa, skrng makin banyak iklannya","krnapa mini premium yang cm seminggunya gaadaa, skrng makin banyak iklannya","krnapa mini premium yang cm seminggunya gaadaa, sekarang semakin banyak iklannya",Neutral,Neutral,Neutral,Negative,0.60326505,0.28148115,0.1152538,0.60326505
de2fcd9e-ad45-400e-a324-e6a2d2317580,3,Kenapa abis di update ngga bisa muat lirik?,Kenapa abis di update ngga bisa muat lirik?,Kenapa habis di terbaru tidak bisa muat lirik?,Neutral,Neutral,Neutral,Negative,0.76516837,0.16240157,0.072430074,0.76516837
5153d13c-933a-42c1-ab95-d0b028134727,2,Bagusan versi sebelumnya,Bagusan versi sebelumnya,Bagusan versi sebelumnya,Negative,Negative,Negative,Neutral,0.20950086,0.69626343,0.09423579,0.69626343
51887fd3-4f0f-4b0d-988a-6be0cbc15b72,3,Lasuah,Lasuah,Lasuah,Neutral,Neutral,Neutral,Positive,0.15136659,0.4167747,0.4318587,0.4318587
0e02c207-3a4c-4716-bd2d-469bdc877223,3,Kok suka mati sendiri di tengah tengah lagu padahal sudah ke premium tolong di perbaiki,Kok suka mati sendiri di tengah tengah lagu padahal sudah ke premium tolong di perbaiki,Kok suka mati sendiri di tengah tengah lagu padahal sudah ke premium tolong di perbaiki,Neutral,Positive,Positive,Negative,0.6104578,0.020056391,0.36948586,0.6104578
fa5d0a85-0ff5-4e60-994f-e17c0c5717fa,2,Tampilan baru tapi lirik tidak ada?ada pencerahan?,Tampilan baru tapi lirik tidak ada?ada pencerahan?,Tampilan baru tetapi lirik tidak ada?ada pencerahan?,Negative,Negative,Negative,Positive,0.17652115,0.14528257,0.6781963,0.6781963
584681bc-7e43-4aef-a695-78db45901006,4,Tambahkan lagu ungu-bertahan lagi,Tambahkan lagu ungu-bertahan lagi,Tambahkan lagu ungu-bertahan lagi,Positive,Positive,Positive,Neutral,0.06092192,0.73420054,0.2048776,0.73420054
1448eac8-bb16-47fc-af72-4859a4997f13,4,Kenapa dj malam pagi x sampe bawah g bisa di stel????????,Kenapa dj malam pagi x sampe bawah g bisa di stel????????,Kenapa dj malam pagi x sampai bawah tidak bisa di stel????????,Positive,Positive,Positive,Negative,0.6741292,0.2740004,0.051870454,0.6741292
0d185b1b-099e-4fde-a503-bc490e8c3aea,3,"Mohon maaf kenapa pas tekan titik 3 dipojok kanan atas kok langsung macet ya? jadi harus matiin ini hp,biar normal? pdhal aplikasi lain lancar"" aja tuh.","Mohon maaf kenapa pas tekan titik 3 dipojok kanan atas kok langsung macet ya? jadi harus matiin ini hp,biar normal? pdhal aplikasi lain lancar"" aja tuh.","Mohon maaf kenapa pas tekan titik 3 dipojok kanan atas kok langsung macet ya? jadi harus mematikan ini ponsel,biar normal? pdhal aplikasi lain lancar"" saja itu.",Neutral,Positive,Positive,Negative,0.41740695,0.3809986,0.20159444,0.41740695
9a12a740-8bdc-4cd6-9d1a-6afdb4a06066,1,BANYAK IKLAN,BANYAK IKLAN,BANYAK IKLAN,Negative,Negative,Negative,Positive,0.243406,0.3616414,0.39495263,0.39495263
f3e23bf3-ef19-4733-9124-febb5f9f3634,4,"semuanya baik, lagu juga lengkap, kualitas suara sangat baik. tapi yang saya tidak suka hanya satu, yaitu terlalu banyak iklan, terkadang saat saya selesai memutar lagu bisa muncul banyak iklan. itu membuat saya menunggu lama untuk memutar lagu selanjutnya. iklan yang saya maksud bukan hanya satu kali muncul tapi bisa sampai 4 iklan secara bertubi-tubi","semuanya baik, lagu juga lengkap, kualitas suara sangat baik. tapi yang saya tidak suka hanya satu, yaitu terlalu banyak iklan, terkadang saat saya selesai memutar lagu bisa muncul banyak iklan. itu membuat saya menunggu lama untuk memutar lagu selanjutnya. iklan yang saya maksud bukan hanya satu kali muncul tapi bisa sampai 4 iklan secara bertubi-tubi","semua baik, lagu juga lengkap, kualitas suara sangat baik. tetapi yang saya tidak suka hanya satu, yaitu terlalu banyak iklan, terkadang saat saya selesai memutar lagu bisa muncul banyak iklan. itu membuat saya menunggu lama untuk memutar lagu selanjutnya. iklan yang saya maksud bukan hanya satu kali muncul tetapi bisa sampai 4 iklan secara bertubi-tubi",Positive,Positive,Positive,Negative,0.48539197,0.045719452,0.46888852,0.48539197
7956d914-e5d0-483c-b7d9-642e6f8bebf9,4,Bagusss tpi sering iklan terus tesk nya itu hanya bisa dipake untuk brpa hri,Bagusss tpi sering iklan terus tesk nya itu hanya bisa dipake untuk brpa hri,Bagusss tapi sering iklan terus-menerus tesk nya itu hanya bisa dipakai untuk brpa hri,Positive,Positive,Positive,Neutral,0.05120597,0.564808,0.38398606,0.564808
a9184699-5c56-4983-9fbd-4018f867661a,3,"baguss sihh, iklannya gapapa juga sih. Tapi mau liat lirik aja harus premium🤧","baguss sihh, iklannya gapapa juga sih. Tapi mau liat lirik aja harus premium🤧","bagus sih, iklannya tidak apa-apa juga sih. tetapi ingin melihat lirik saja harus premium🤧",Neutral,Neutral,Neutral,Positive,0.1830431,0.021390775,0.7955661,0.7955661
0287f46a-3610-4483-b762-e3da49592f19,3,"Enak sih iya tapi setiap lagu ke 2 iklan muncul, apalagi kalo yang baru daftar bisa putar mainkan ulang, kurangin lagi iklannya sama podcast nya 🙏, kurang lebihnya ada kelebihan dan kekurangan 🙏🙏🙏","Enak sih iya tapi setiap lagu ke 2 iklan muncul, apalagi kalo yang baru daftar bisa putar mainkan ulang, kurangin lagi iklannya sama podcast nya 🙏, kurang lebihnya ada kelebihan dan kekurangan 🙏🙏🙏","Enak sih ya tetapi setiap lagu ke 2 iklan muncul, terlebih kalau yang baru daftar bisa putar mainkan ulang, kurangin lagi iklannya sama podcast nya 🙏, kurang lebihnya ada kelebihan dan kekurangan 🙏🙏🙏",Neutral,Negative,Negative,Positive,0.05802141,0.4401132,0.5018654,0.5018654
ccc576f3-a83f-408c-b77c-b1766d873a57,2,Trlalu sering muncul iklanya,Trlalu sering muncul iklanya,Trlalu sering muncul iklanya,Negative,Negative,Negative,Neutral,0.2805766,0.4923445,0.22707891,0.4923445
67020e5a-c364-446b-9317-9e2ec331776e,3,Sayang banget pendapatan akun premium gk bisa via telkomsel/BCA,Sayang banget pendapatan akun premium gk bisa via telkomsel/BCA,Sayang banget pendapatan akun premium tidak bisa via telkomsel/BCA,Neutral,Neutral,Neutral,Negative,0.7298234,0.1838677,0.08630889,0.7298234
66555aea-aade-417f-9ae9-69ed1fb4f7c5,2,ǫᴡᴇʀʀʏᴜɪ,ǫᴡᴇʀʀʏᴜɪ,ǫᴡᴇʀʀʏᴜɪ,Negative,Negative,Negative,Positive,0.15136658,0.41677466,0.43185872,0.43185872
e51c2375-437a-4596-b547-d1f732465a04,4,"Banyak iklan, selebihnya bagus banget.","Banyak iklan, selebihnya bagus banget.","Banyak iklan, selebihnya bagus banget.",Positive,Positive,Positive,Neutral,0.22359248,0.5503605,0.22604698,0.5503605
e0fa5c71-e975-4af6-8a5a-4fcf4f5d9e20,4,banyak iklannya mana iklannya seram lagi,banyak iklannya mana iklannya seram lagi,banyak iklannya dimana iklannya seram lagi,Positive,Positive,Positive,Negative,0.8771752,0.06667497,0.056149796,0.8771752
e156392a-252e-4e97-986a-7d5b1df29d4d,2,tolong di perbaiki supaya treknya ga berhenti terus klo udah betul kasih lima bintangnya,tolong di perbaiki supaya treknya ga berhenti terus klo udah betul kasih lima bintangnya,tolong di perbaiki supaya treknya tidak berhenti terus-menerus kalau sudah betul memberi lima bintangnya,Negative,Negative,Negative,Neutral,0.14976557,0.7251626,0.12507184,0.7251626
4174340f-8517-4fb4-92c6-5ad13498d8d9,3,Lagunya lengkap tapi lirik nya banyak yg ga ada kecewa,Lagunya lengkap tapi lirik nya banyak yg ga ada kecewa,Lagunya lengkap tetapi lirik nya banyak yang tidak ada kecewa,Neutral,Neutral,Neutral,Positive,0.078464404,0.083745845,0.8377898,0.8377898
2572e262-918c-4deb-871b-9ca275f31b5a,4,selalu ada iklan,selalu ada iklan,selalu ada iklan,Positive,Positive,Positive,Negative,0.912037,0.0015439917,0.086419046,0.912037
353b42b4-a772-4171-9918-aa89af4bc3e4,3,Musik nya di tambahkan lebih banyak,Musik nya di tambahkan lebih banyak,Musik nya di tambahkan lebih banyak,Neutral,Neutral,Neutral,Negative,0.48351076,0.4082102,0.108279094,0.48351076
8b3e932b-4986-4ed9-bde9-dd9ac880db48,2,Kalau bisa lagu daerah di perlengkap,Kalau bisa lagu daerah di perlengkap,Kalau bisa lagu daerah di perlengkap,Negative,Negative,Negative,Neutral,0.12044584,0.7211995,0.15835464,0.7211995
572008a2-ee38-4522-a1a2-6b532d7bb747,4,Bnyak iklan,Bnyak iklan,banyak iklan,Positive,Positive,Positive,Negative,0.86849797,0.0014887345,0.13001338,0.86849797
4401469f-0728-4f5c-8df9-5a688571013c,2,Masaa gbisa di download,Masaa gbisa di download,Masaa gbisa di unduh,Negative,Negative,Negative,Neutral,0.30267972,0.6732894,0.024030872,0.6732894
acabe14d-4b08-437c-aa7f-0af9b6b237f3,4,karena setiap 3 atau 2 lagu iklan,karena setiap 3 atau 2 lagu iklan,karena setiap 3 atau 2 lagu iklan,Positive,Positive,Positive,Negative,0.8644737,0.0076639047,0.12786248,0.8644737
33074a1e-c861-49d5-991a-bae27eae52b6,3,Aplikasi yg bgus tpi iklannya kebanyakan tolong kurangi iklan nya sedikit ya :),Aplikasi yg bgus tpi iklannya kebanyakan tolong kurangi iklan nya sedikit ya :),Aplikasi yang bagus tapi iklannya kebanyakan tolong kurangi iklan nya sedikit ya :),Neutral,Negative,Negative,Neutral,0.11514289,0.54388523,0.3409719,0.54388523
474d7dfb-4b2a-4021-9ed6-b9fb05fb1438,2,good,good,bagus,Negative,Negative,Negative,Positive,0.035977323,0.20682824,0.7571944,0.7571944
542e7e20-98ad-4b51-85fd-2acc10758a39,5,seru si cuman emang gabisa denger pas offline ya?,seru si cuman emang gabisa denger pas offline ya?,menyenangkan si cuman memang tidak bisa mendengar pas offline ya?,Positive,Positive,Positive,Neutral,0.07154382,0.71258783,0.21586843,0.71258783
ae7b7964-4cb8-4d63-b2b3-e57254a59f40,5,ISS SOOO FUNN,ISS SOOO FUNN,ISS SOOO FUNN,Positive,Positive,Positive,Negative,0.37107325,0.27897823,0.34994853,0.37107325
4eb9b1ae-20de-4c15-b766-ca8288b12ede,2,"Bagus si, tapi ikhlannya horor aku uinstall deh😭","Bagus si, tapi ikhlannya horor aku uinstall deh😭","Bagus si, tetapi ikhlannya horor saya uinstall sudah😭",Negative,Negative,Negative,Positive,0.065107755,0.034736913,0.90015537,0.90015537
154e2818-1b76-4ad7-ac59-749769119d94,1,karena selalu ada rekomendasi semua tolong perbaiki lagu tersebut,karena selalu ada rekomendasi semua tolong perbaiki lagu tersebut,karena selalu ada rekomendasi semua tolong perbaiki lagu tersebut,Negative,Negative,Negative,Positive,0.20733202,0.053339597,0.7393283,0.7393283
8cf61a7b-c738-4b14-a1ab-282037d7d242,5,thank you,thank you,terima memberi,Positive,Positive,Positive,Neutral,0.062137116,0.5653171,0.37254584,0.5653171
73c1e225-7fd5-401e-aa8b-9c7e38553a45,3,klo bgus ku tambah lgi bintang,klo bgus ku tambah lgi bintang,kalau bagus ku semakin lagi bintang,Neutral,Neutral,Neutral,Positive,0.03722481,0.14573704,0.8170382,0.8170382
417246b4-0a65-4451-a7ca-8d540b3491e0,3,Asal ga ad iklan n podcase horor...qu syukak,Asal ga ad iklan n podcase horor...qu syukak,asalkan tidak iklan iklan n podcase horor...qu syukak,Neutral,Neutral,Neutral,Positive,0.13444225,0.3899101,0.4756477,0.4756477
5c7181d8-bfcf-4a24-b1c9-513580cc82b2,3,asyik,asyik,menyenangkan,Neutral,Neutral,Neutral,Positive,0.04302244,0.27889484,0.67808276,0.67808276
3f3a600c-380c-47cd-ad59-495ee6ca11c8,3,Lumayan bagus,Lumayan bagus,cukup baik,Neutral,Positive,Positive,Neutral,0.042659555,0.79077345,0.16656701,0.79077345
36f56a47-acf0-48ea-b158-66c57a3fc41b,4,boleh,boleh,boleh,Positive,Positive,Positive,Neutral,0.054613754,0.52403647,0.4213497,0.52403647
bf2e75a7-c49c-4473-afe8-7e7160ce9a3b,2,Liriknya free please,Liriknya free please,Liriknya gratis mohon,Negative,Negative,Negative,Neutral,0.18452281,0.6549618,0.16051543,0.6549618
f7efbd4b-83e1-41dd-a4ee-e47399832217,3,"masa nyetel lagu hariannya di batasi, padahal udah tahan dengerin iklannya yang nongol terus, minimal kalau akun gak premium jangan di batasi dong penyetelan lagu hariannya, kan kasihan user gratisan yang satu ini","masa nyetel lagu hariannya di batasi, padahal udah tahan dengerin iklannya yang nongol terus, minimal kalau akun gak premium jangan di batasi dong penyetelan lagu hariannya, kan kasihan user gratisan yang satu ini","masa nyetel lagu hariannya di batasi, padahal sudah tahan mendengar iklannya yang nongol terus-menerus, minimal kalau akun tidak premium jangan di batasi dong penyetelan lagu hariannya, kan kasihan pengguna gratis yang satu ini",Neutral,Neutral,Neutral,Negative,0.8758174,0.10157138,0.022611173,0.8758174
097327a8-458c-4bf1-b375-57154248ef1a,5,ga usah di kasih tau lah yaaa...!!,ga usah di kasih tau lah yaaa...!!,tidak usah di memberi tau lah yaaa...!!,Positive,Positive,Positive,Neutral,0.11348633,0.8694443,0.017069442,0.8694443
86db09ef-4d98-4705-bcf1-185b50371e02,3,Like,Like,suka,Neutral,Neutral,Neutral,Positive,0.06110685,0.12661195,0.8122812,0.8122812
54e08c5a-5051-4cca-bc79-d5af6e22cdf5,2,"Bagus, tapi instruksinya kurang dan membuat pengguna menjadi bingung","Bagus, tapi instruksinya kurang dan membuat pengguna menjadi bingung","Bagus, tetapi instruksinya kurang dan membuat pengguna menjadi bingung",Negative,Negative,Negative,Positive,0.03013591,0.01574825,0.9541158,0.9541158
96eba7ab-2197-4ba5-b3c7-66f78bf39833,2,ckup,ckup,ckup,Negative,Negative,Negative,Neutral,0.22313401,0.7071927,0.06967335,0.7071927
d3b206b2-eb7b-4c29-a0a9-510b860837bb,2,Iklannya,Iklannya,Iklannya,Negative,Negative,Negative,Positive,0.15136664,0.41677463,0.43185872,0.43185872
47811521-dcd1-4d60-8060-63002b3227e6,4,Bagus seh,Bagus seh,Bagus seh,Positive,Positive,Positive,Neutral,0.1846536,0.53620994,0.27913642,0.53620994
4973cef4-b4fe-4f40-be83-691959425c39,3,Kok jadi premium si,Kok jadi premium si,Kok jadi premium si,Neutral,Neutral,Neutral,Negative,0.54990643,0.4145232,0.035570327,0.54990643
31c99515-3a9f-4e63-867a-0bc76b047877,3,"Aplikasinya bagus cmn ada bug lirik lagu, kalau mau liat lirik lagu suka ada tulisan ""Tidak dapat memuat lirik untuk lagu ini""","Aplikasinya bagus cmn ada bug lirik lagu, kalau mau liat lirik lagu suka ada tulisan ""Tidak dapat memuat lirik untuk lagu ini""","Aplikasinya bagus cmn ada bug lirik lagu, kalau ingin melihat lirik lagu suka ada tulisan ""Tidak dapat memuat lirik untuk lagu ini""",Neutral,Neutral,Neutral,Positive,0.07906402,0.36289406,0.5580419,0.5580419
f7006ac4-eedd-4a83-8d3f-dfc581c8b461,3,Ngaco,Ngaco,Ngaco,Neutral,Neutral,Neutral,Positive,0.15136659,0.41677466,0.43185872,0.43185872
b5738587-6262-44fb-a7cb-014b63115e5a,2,"Plis dong klo g premium, yg penting tetep bisa puter lagu yg di like, pas gw setel satu lagu yg di like, waktu mau ganti lagu malah lagu random","Plis dong klo g premium, yg penting tetep bisa puter lagu yg di like, pas gw setel satu lagu yg di like, waktu mau ganti lagu malah lagu random","Plis dong kalau tidak premium, yang penting tetep bisa putar lagu yang di suka, pas saya setel satu lagu yang di suka, waktu ingin ganti lagu malahan lagu acak",Negative,Negative,Negative,Positive,0.079980746,0.18580054,0.7342187,0.7342187
24d43711-05c2-40d3-a345-7301d8747d20,1,aplikasi nya lumayan tapi bukan artinya bagus ya kalo mau dibilang bagus hilangin iklannya terlalu banyak iklan jadinya JELEK😅🤣😂,aplikasi nya lumayan tapi bukan artinya bagus ya kalo mau dibilang bagus hilangin iklannya terlalu banyak iklan jadinya JELEK😅🤣😂,aplikasi nya cukup baik tetapi bukan artinya bagus ya kalau ingin dibilang bagus hilangin iklannya terlalu banyak iklan sehingga JELEK😅🤣😂,Negative,Negative,Negative,Neutral,0.07382116,0.6066391,0.31953982,0.6066391
8ed7519a-9be9-45a7-b38b-569fe7b1f43f,1,👎🏽👎🏽,👎🏽👎🏽,👎🏽👎🏽,Negative,Negative,Negative,Positive,0.15136658,0.4167747,0.4318587,0.4318587
b630c7bd-ad8e-4df8-97ee-2fdce0d423c4,3,i feel good ...,i feel good ...,i feel bagus ...,Neutral,Neutral,Neutral,Positive,0.04223139,0.09311161,0.864657,0.864657
446197f9-28b6-41d3-85b3-06e1b198cea2,3,Menghibur,Menghibur,Menghibur,Neutral,Neutral,Neutral,Positive,0.15136658,0.4167747,0.4318587,0.4318587
1f9d13d7-ff90-4312-910d-1d61a0341b8d,3,"kaya gimana ya blngnyya,udah bagus si,tapi kaya maksa harus premium,aku yang ga ada dana nya buat premium ngeraaa ga cocok mke apk ini,mohon kerjasama ya,,kalo dah bagus aku kasi bintang lima","kaya gimana ya blngnyya,udah bagus si,tapi kaya maksa harus premium,aku yang ga ada dana nya buat premium ngeraaa ga cocok mke apk ini,mohon kerjasama ya,,kalo dah bagus aku kasi bintang lima","kaya bagaimana blngnyya,sudah bagus si,tetapi kaya paksa harus premium,saya yang tidak ada dana nya buat premium ngeraaa tidak cocok mke aplikasi ini,mohon kerjasama ya,,kalau sudah bagus saya kasi bintang lima",Neutral,Positive,Positive,Neutral,0.25882974,0.38703597,0.35413426,0.38703597
d5aa0e22-9b7e-4760-b495-79f005e3a934,3,Good,Good,bagus,Neutral,Neutral,Neutral,Positive,0.035977304,0.2068282,0.7571945,0.7571945
ebef56c9-2594-43d9-8aad-a7611818cd45,3,"Pliss iklan horror nya bisa disesuaikan ga sama jam nya, saya jadi susah tidur","Pliss iklan horror nya bisa disesuaikan ga sama jam nya, saya jadi susah tidur","mohon iklan horror nya bisa disesuaikan tidak sama sesi musik nya, saya jadi sulit tidur",Neutral,Negative,Negative,Positive,0.40547648,0.050860737,0.5436628,0.5436628
dfd7c600-01b6-49e2-ad0f-624f770aca42,3,best choice,best choice,terbaik choice,Neutral,Neutral,Neutral,Positive,0.036727577,0.20849195,0.75478053,0.75478053
94459607-ec12-4e19-9de3-a95682874d83,4,Boleh lah boleh lah.,Boleh lah boleh lah.,Boleh lah boleh lah.,Positive,Positive,Positive,Neutral,0.06774578,0.810407,0.12184716,0.810407
aac092c7-b1a5-451e-8453-421f747a02fa,3,Aplikasi nya jelek,Aplikasi nya jelek,Aplikasi nya jelek,Neutral,Neutral,Neutral,Negative,0.6756129,0.25520045,0.06918662,0.6756129
d739c76b-ff80-453c-9489-650a74ef1919,4,Bagus Tingkatin lagi fitur buat yg free,Bagus Tingkatin lagi fitur buat yg free,Bagus Tingkatin lagi fitur buat yang gratis,Positive,Positive,Positive,Neutral,0.030842472,0.8621741,0.106983416,0.8621741
d626863a-16c3-4908-a2f5-af8ae429d45e,4,"Pake lirik romanization juga dong buat lagu kpopnya, pliss😁","Pake lirik romanization juga dong buat lagu kpopnya, pliss😁","memakai lirik romanization juga dong buat lagu kpopnya, mohon😁",Positive,Positive,Positive,Neutral,0.014428372,0.8945535,0.09101814,0.8945535
320dcb8a-96b5-40d5-b997-e1f538562743,3,Lumayan lah Spotify selalu menjadi aplikasi yang update tentang musik!! #thanksspotify,Lumayan lah Spotify selalu menjadi aplikasi yang update tentang musik!! #thanksspotify,cukup baik lah Spotify selalu menjadi aplikasi yang terbaru tentang musik!! #thanksspotify,Neutral,Neutral,Neutral,Positive,0.015111856,0.40234473,0.58254343,0.58254343
3e68b6f0-fdd3-4f10-9910-9711db7fe0a0,2,👌👌,👌👌,👌👌,Negative,Negative,Negative,Positive,0.15136658,0.4167747,0.4318587,0.4318587
65c6605c-34c0-463d-bf01-cab526690cde,4,"Dah Lumayan lah,Gk dibatasi liriknya tapi jgn dibatasi pilihan Lagu :( klo nggk jgn di batas shuffle,GK ENAK TAU :)","Dah Lumayan lah,Gk dibatasi liriknya tapi jgn dibatasi pilihan Lagu :( klo nggk jgn di batas shuffle,GK ENAK TAU :)","sudah cukup baik lah,tidak dibatasi liriknya tetapi jangan dibatasi pilihan Lagu :( kalau tidak jangan di batas acak,tidak ENAK TAU :)",Positive,Positive,Positive,Neutral,0.008155391,0.966912,0.024932772,0.966912
85a6b197-0824-4067-91d2-3823a9a9d794,3,"lebih baik versi lama karena versi sekarang,yang di cari yg mana yg di puter yg mana ga sesuai banget sama lagu yang ingin di putar","lebih baik versi lama karena versi sekarang,yang di cari yg mana yg di puter yg mana ga sesuai banget sama lagu yang ingin di putar","lebih baik versi lama karena versi sekarang,yang di mencari yang dimana yang di putar yang dimana tidak sesuai banget sama lagu yang ingin di putar",Neutral,Neutral,Neutral,Negative,0.7947374,0.16943797,0.035824634,0.7947374
65838729-3a69-416f-a505-51ed020abb30,2,lumayan,lumayan,cukup baik,Negative,Negative,Negative,Neutral,0.042659562,0.7907734,0.16656703,0.7907734
853b9932-50b1-44f8-96a5-1332fe52b6e8,4,"bgus sih, tpi kek bru aja putar lagu di playlist langsung ke putar lagu dri Shuffle pintar, itu ngeselin nya udh level max yal","bgus sih, tpi kek bru aja putar lagu di playlist langsung ke putar lagu dri Shuffle pintar, itu ngeselin nya udh level max yal","bagus sih, tapi seperti baru saja memutar lagu di playlist langsung ke memutar lagu dari acak pintar, itu ngeselin nya sudah level max yal",Positive,Positive,Positive,Negative,0.48027918,0.081621334,0.43809944,0.48027918
68a59b62-36a8-4e6d-8291-1b3a594240fa,4,"Spotify itu kek tauuuu aja perasaan kita dan keadaan kita itu gimana jadi lagu yang keluar itu kek nyambung sama situasi, cuma sayangnya karena pake yang geratisan jadi banyak iklan dan milihnya itu terbatas, tapi tetap bagus qoq😁👍","Spotify itu kek tauuuu aja perasaan kita dan keadaan kita itu gimana jadi lagu yang keluar itu kek nyambung sama situasi, cuma sayangnya karena pake yang geratisan jadi banyak iklan dan milihnya itu terbatas, tapi tetap bagus qoq😁👍","Spotify itu seperti tauuuu saja perasaan kita dan keadaan kita itu bagaimana jadi lagu yang keluar itu seperti nyambung sama situasi, cuma sayangnya karena memakai yang geratisan jadi banyak iklan dan milihnya itu terbatas, tetapi tetap bagus qoq😁👍",Positive,Positive,Positive,Neutral,0.069360055,0.6372617,0.29337823,0.6372617
3cfcfa53-2056-4089-8635-4d254bcd9f03,4,bagus😁 ^⁠_⁠^(⁠✷⁠‿⁠✷⁠),bagus😁 ^⁠_⁠^(⁠✷⁠‿⁠✷⁠),bagus😁 ^⁠_⁠^(⁠✷⁠‿⁠✷⁠),Positive,Positive,Positive,Neutral,0.19502921,0.5835441,0.22142668,0.5835441
d43e9270-c3b4-4a09-ad1f-f62284a5c0e7,2,"Udah bagus, tp kenapa liriknya pada ilang min, tolong lah balikin liriknya, padahal jaringan data jg bagus kok penuh","Udah bagus, tp kenapa liriknya pada ilang min, tolong lah balikin liriknya, padahal jaringan data jg bagus kok penuh","sudah bagus, tapi kenapa liriknya pada ilang min, tolong lah balikin liriknya, padahal jaringan data juga bagus kok penuh",Negative,Negative,Negative,Positive,0.20311856,0.06333063,0.7335508,0.7335508
a7a4d2de-8254-4372-86a0-119de6ccc543,2,"nih spotify gada niatan tambahin fitur pembayaran lain apa? kek gopay atau VA? aku gak mau pake spay ya, mintol dong admin segera tambahinnnn","nih spotify gada niatan tambahin fitur pembayaran lain apa? kek gopay atau VA? aku gak mau pake spay ya, mintol dong admin segera tambahinnnn","ini spotify gada niatan tambahin fitur pembayaran lain apa? seperti gopay atau VA? saya tidak ingin memakai spay ya, mintol dong admin segera tambahinnnn",Negative,Negative,Negative,Neutral,0.16982268,0.77466094,0.055516403,0.77466094
d4581af7-92dd-40a5-b671-e76654b95a5a,3,terlalu banyak berbayar,terlalu banyak berbayar,terlalu banyak berbayar,Neutral,Neutral,Neutral,Negative,0.7734287,0.12092277,0.10564861,0.7734287
3bedaaca-eaa4-4ebc-9b61-bcb096eae3d3,2,"spotify ini udah bagus bgt apk nya, tapii ada iklan yg sgt amat mengganggu😁 jd mohon dikurangi iklan nya mwrhehe terimakasihh RORRRRRRRR","spotify ini udah bagus bgt apk nya, tapii ada iklan yg sgt amat mengganggu😁 jd mohon dikurangi iklan nya mwrhehe terimakasihh RORRRRRRRR","spotify ini sudah sangat bagus aplikasi nya, tapi ada iklan yang sangat sangat mengganggu😁 jadi mohon dikurangi iklan nya mwrhehe terimakasihh RORRRRRRRR",Negative,Negative,Negative,Positive,0.029188301,0.274411,0.69640076,0.69640076
b0c97a9d-e22f-4108-ae50-60bd5fd93af3,2,Kenapa skrg ga bisa buat langganan premium yaa. Sy cb bayar pakai gopay / pulsa ttp ga bisa,Kenapa skrg ga bisa buat langganan premium yaa. Sy cb bayar pakai gopay / pulsa ttp ga bisa,Kenapa sekarang tidak bisa buat berlangganan premium ya. saya cb membayar pakai gopay / pulsa ttp tidak bisa,Negative,Negative,Negative,Neutral,0.46738333,0.49754095,0.035075735,0.49754095
